titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol,clave_deduplicacion
DESARROLLADOR DE SOFTWARE GUAYAQUIL,,Guayaquil,"---------- Oferta destacada Coordinador Administrativo y Compras Ubicación: Guayaquil | Provincia: Guayas Empresa Multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca para la ciudad... Publicación: 29/06/2026 - Salario: 600 - 700 Oferta destacada Analista financiero administrativo Ubicación: Guayaquil | Provincia: Guayas Analista Financiero Administrativo Importante empresa se encuentra en la búsqueda de un/a Analista Financiero Administrativo, responsable de brindar soporte integral en la gestión financiera, administrativa... Publicación: 26/05/2026 - Salario: 800 Empleos Destacados RECEPCIONISTA. VENDEDOR LINEA HOSPITALARIA Asistente de Cobranzas y Control de Cartera Conductor con LICENCIA TIPO E Coordinador Administrativo y Compras Top Provincias Empleos Azuay Empleos Chimborazo Empleos Guayas Empleos Pichincha Empleos Tungurahua Top Búsquedas Empleos sin experiencia Empleos medio tiempo Empleos asistente Empleos ventas Empleos call center Enlaces de Interés Buscar Empleos Recibir Empleos en Tu Email Términos de Uso Denunciar oferta de empleo OFERTAS DE EMPLEO DESTACADAS Oferta destacada Administrador de Supermercado (Quito) Ubicación: Quito - Centro Norte De La Ciudad | Provincia : Pichincha 🛒 ¡Lidera la Excelencia Operativa en el Sector Retail! – Administrador de Supermercado (Quito) ¿Eres un experto en la gestión integral de retail, apasionado por... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada RECEPCIONISTA. Ubicación: Escobedo 837 Y Junin | Provincia : Guayas Atencion al cliente, en recepcion y entrega de equipos electronicos. Manejo de publicaciones y videos en redes sociales del giro del negocio. demas tareas propias... Publicación: 01/07/2026 - Salario: ---------- Oferta destacada VENDEDOR LINEA HOSPITALARIA Ubicación: Guayaquil | Provincia : Guayas Empresa en expansión de servicios de Alimentación Nutricional para pacientes en Hospitalización, requiere contratar los servicios de persona proactiva, dinámica con facilidad de palabra y... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada Estamos buscando Vendedor Ubicación: Quito | Provincia : Pichincha 📢 ¡Estamos buscando Vendedor(a)! ¿Te apasionan las ventas y el trato con clientes? En CTS-SOLUTIONS ECUADOR S.A.S queremos sumar a nuestro equipo una persona proactiva,... Publicación: 26/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia : Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Un Mejor Empleo® La Guía de Empleos de Ecuador - Bolsa de Trabajo Para información sobre como aplicar a ofertas de empleo escríbanos a candidatos@unmejorempleo.com Para información a empresas escríbanos a empresas@unmejorempleo.com Candidatos Regístrate Ingresa a tu cuenta Reestablecer clave Búsquedas frecuentes Búsquedas por Provincia Buscar empleo Términos de uso Política de privacidad Empresas Regístrese Ingrese a su cuenta Recordar clave Normas de publicación ¿Necesita ayuda? Contáctenos Preguntas frecuentes ¿Quiénes somos? Información de interés Derechos Reservados ® 2007 - 2026 Facebook Twitter",16/06/2026,Tiempo Completo,"Conocimientos deseados: Sistemas administrativos contables y financieros. Metodologías de desarrollo. Herramientas de Desarrollo: Visual Studio, Management Studio, MVC (Módulo Vista Controlador), Entity Framework Base de datos SQL Server 2016 o superior Conocimiento de comunicación entre aplicaciones: SOA, Servicios Web (SOAP, REST), protocolos y lenguajes de comunicación (XML, JSON). Conocimiento en programación en lenguajes, arquitecturas y paradigmas. Manejo de herramientas para gestión de requerimientos y ambientes de desarrollo. *Conocimientos contables* Competencias Requeridas: Organización y administración área desarrollo de sistemas informáticos. Solución de requerimientos a través de proyectos. Técnicas de levantamiento de requerimientos. Análisis y Diseño soluciones informáticas. Metodologías de desarrollo de SW, uso de aplicaciones y lenguajes de programación. Bases de datos SQL Server, estándares y normas a aplicar en la construcción de software. Enviar su hoja de vida al correo: reclutamientoprofesional.ec ARROBA gmail PUNTO com Indicar aspiración salarial Mínima Experiencia Laboral Requerida 2 años Esta Oferta de Empleo ha expirado Encuentre otras Ofertas de Trabajo similares en nuestro Buscador de Empleos Búsquedas Relacionadas Empleos en Guayaquil Empleos en Guayas Empleos administrativo Empleos administración Empleos arquitectura Empleos diseño Empleos sistemas",https://www.unmejorempleo.com.ec/empleo-en_guayas_desarrollador_de_software_guayaquil-5237332.html,unmejorempleo,2026-06-16,17.5,Data / BI,desarrollador de software guayaquil||guayaquil|unmejorempleo
Ing. de Procesos (Software),,Guayaquil,"800 Oferta destacada COORDINADOR COMERCIAL Ubicación: Guayaquil | Provincia: Guayas 🚀 ¡Estamos contratando! | Coordinador Comercial ¿Te apasiona la gestión comercial, el análisis de información y la coordinación de procesos administrativos y financieros? Esta puede... Publicación: 16/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia: Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Empleos Destacados RECEPCIONISTA. VENDEDOR LINEA HOSPITALARIA Asistente de Cobranzas y Control de Cartera Conductor con LICENCIA TIPO E Coordinador Administrativo y Compras Top Provincias Empleos Azuay Empleos Chimborazo Empleos Guayas Empleos Pichincha Empleos Tungurahua Top Búsquedas Empleos sin experiencia Empleos medio tiempo Empleos asistente Empleos ventas Empleos call center Enlaces de Interés Buscar Empleos Recibir Empleos en Tu Email Términos de Uso Denunciar oferta de empleo OFERTAS DE EMPLEO DESTACADAS Oferta destacada Administrador de Supermercado (Quito) Ubicación: Quito - Centro Norte De La Ciudad | Provincia : Pichincha 🛒 ¡Lidera la Excelencia Operativa en el Sector Retail! – Administrador de Supermercado (Quito) ¿Eres un experto en la gestión integral de retail, apasionado por... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada RECEPCIONISTA. Ubicación: Escobedo 837 Y Junin | Provincia : Guayas Atencion al cliente, en recepcion y entrega de equipos electronicos. Manejo de publicaciones y videos en redes sociales del giro del negocio. demas tareas propias... Publicación: 01/07/2026 - Salario: ---------- Oferta destacada VENDEDOR LINEA HOSPITALARIA Ubicación: Guayaquil | Provincia : Guayas Empresa en expansión de servicios de Alimentación Nutricional para pacientes en Hospitalización, requiere contratar los servicios de persona proactiva, dinámica con facilidad de palabra y... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada Estamos buscando Vendedor Ubicación: Quito | Provincia : Pichincha 📢 ¡Estamos buscando Vendedor(a)! ¿Te apasionan las ventas y el trato con clientes? En CTS-SOLUTIONS ECUADOR S.A.S queremos sumar a nuestro equipo una persona proactiva,... Publicación: 26/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia : Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Un Mejor Empleo® La Guía de Empleos de Ecuador - Bolsa de Trabajo Para información sobre como aplicar a ofertas de empleo escríbanos a candidatos@unmejorempleo.com Para información a empresas escríbanos a empresas@unmejorempleo.com Candidatos Regístrate Ingresa a tu cuenta Reestablecer clave Búsquedas frecuentes Búsquedas por Provincia Buscar empleo Términos de uso Política de privacidad Empresas Regístrese Ingrese a su cuenta Recordar clave Normas de publicación ¿Necesita ayuda? Contáctenos Preguntas frecuentes ¿Quiénes somos? Información de interés Derechos Reservados ® 2007 - 2026 Facebook Twitter",26/05/2026,Tiempo Completo,"Somos Sipecom, empresa ecuatoriana con más de 20 años en el mercado. Actualmente nos encontramos en la búsqueda de un Ingeniero de Procesos enfocado en la mejora continua de procesos de TECNOLOGÍA para TRABAJO INMEDIATO. Formación: Ing / Lic Sistemas o afines Experiencia: 2 años en adelante Conocimientos: Manejo de Project Server Manejo de Bizagi Power BI Experiencia en modelamiento de procesos, levantamiento de requerimientos funcionales y no funcionales Mejora de procesos Experiencia bancaria o como desarrollador de soluciones IT (deseable) Competencias: Atención de cliente (Negociación con cliente interno y externo). Orientación a resultados Resolución de problemas Comunicación asertiva Si crees que encajas en este perfil, aplica a nuestra vacante por este medio o enviando tu cv a xxxxxxxxxx@xxxxxxx.xxx",https://www.unmejorempleo.com.ec/empleo-en_guayas_ing_de_procesos_software-5442700.html,unmejorempleo,2026-05-26,408.0,Data / BI,ing. de procesos (software)||guayaquil|unmejorempleo
MANTENIMIENTO DE SOFTWARE Y HAREWARE,,Guayaquil,"700 A 900 Oferta destacada Técnico especialista en inyección diésel. Ubicación: Guayaquil | Provincia: Guayas Buscamos: Técnico especialista en inyección diésel para integrarse a nuestro laboratorio. Requisitos clave: Experiencia comprobable en reparación de inyectores electrónicos y sistemas Common Rail. Manejo... Publicación: 07/05/2026 - Salario: ---------- Oferta destacada AUXILIAR DE MANTENIMIENTO DE MAQUINAS Ubicación: Samborondon | Provincia: Guayas Auxiliar de Mantenimiento Técnico Si tienes experiencia en máquinas de gimnasio, electricidad o mantenimiento técnico, esta es tu oportunidad de formar parte de uno de... Publicación: 08/04/2026 - Salario: ---------- Empleos Destacados RECEPCIONISTA. VENDEDOR LINEA HOSPITALARIA Asistente de Cobranzas y Control de Cartera Conductor con LICENCIA TIPO E Coordinador Administrativo y Compras Top Provincias Empleos Azuay Empleos Chimborazo Empleos Guayas Empleos Pichincha Empleos Tungurahua Top Búsquedas Empleos sin experiencia Empleos asistente Empleos ventas Empleos call center Empleos bachiller Enlaces de Interés Buscar Empleos Recibir Empleos en Tu Email Términos de Uso Denunciar oferta de empleo OFERTAS DE EMPLEO DESTACADAS Oferta destacada Administrador de Supermercado (Quito) Ubicación: Quito - Centro Norte De La Ciudad | Provincia : Pichincha 🛒 ¡Lidera la Excelencia Operativa en el Sector Retail! – Administrador de Supermercado (Quito) ¿Eres un experto en la gestión integral de retail, apasionado por... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada RECEPCIONISTA. Ubicación: Escobedo 837 Y Junin | Provincia : Guayas Atencion al cliente, en recepcion y entrega de equipos electronicos. Manejo de publicaciones y videos en redes sociales del giro del negocio. demas tareas propias... Publicación: 01/07/2026 - Salario: ---------- Oferta destacada VENDEDOR LINEA HOSPITALARIA Ubicación: Guayaquil | Provincia : Guayas Empresa en expansión de servicios de Alimentación Nutricional para pacientes en Hospitalización, requiere contratar los servicios de persona proactiva, dinámica con facilidad de palabra y... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada Estamos buscando Vendedor Ubicación: Quito | Provincia : Pichincha 📢 ¡Estamos buscando Vendedor(a)! ¿Te apasionan las ventas y el trato con clientes? En CTS-SOLUTIONS ECUADOR S.A.S queremos sumar a nuestro equipo una persona proactiva,... Publicación: 26/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia : Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Un Mejor Empleo® La Guía de Empleos de Ecuador - Bolsa de Trabajo Para información sobre como aplicar a ofertas de empleo escríbanos a candidatos@unmejorempleo.com Para información a empresas escríbanos a empresas@unmejorempleo.com Candidatos Regístrate Ingresa a tu cuenta Reestablecer clave Búsquedas frecuentes Búsquedas por Provincia Buscar empleo Términos de uso Política de privacidad Empresas Regístrese Ingrese a su cuenta Recordar clave Normas de publicación ¿Necesita ayuda? Contáctenos Preguntas frecuentes ¿Quiénes somos? Información de interés Derechos Reservados ® 2007 - 2026 Facebook Twitter",30/06/2026,Medio Tiempo,Ingeniero o Tecnólogo en sistemas. Medio tiempo Sueldo competitivo Oportunidad de crecimiento,https://www.unmejorempleo.com.ec/empleo-en_guayas_mantenimiento_de_software_y_hareware-5725494.html,unmejorempleo,2026-06-30,800.0,Desarrollo de Software,mantenimiento de software y hareware||guayaquil|unmejorempleo
Jefe de Desarrollo de Software,Banco General Rumiñahui,"Quito, Pichincha",,24-06-2026,Presencial,"Somos BGR, un Banco íntegro, transparente, comprometido contigo, tu futuro y responsable con tus necesidadesBGR nació en 1988 como respuesta a las necesidades financieras de las Fuerzas Armadas del Ecuador. Desde entonces evolucionó de ser un Banco Pequeño a ser el &quot;Mejor Banco Mediano del país&quot;. El desarrollo alcanzado por BGR refleja una entidad financiera seria y responsable que brinda seguridad y confianza, capaz de administrar los recursos del público con transparencia y honestidad.Nuestra Misión: Proporcionar bienestar y progreso a nuestros clientes, colaboradores, accionistas y contribuir al desarrollo del país.Nuestra Visión: Ser el mejor Banco del país, creciendo junto a ti con innovación y servicio de excelencia. Descripción del puesto Garantizar la ejecución ágil del portafolio de Proyectos del Banco, bajo los lineamientos, estándares de Gobierno de TI, Proyectos (APMO) y Seguridad, velando por la salud de los proyectos de forma que se cubra las necesidades de la organización. Principales responsabilidades Gestionar la capacidad y desempeño de los equipos técnicos, desarrollando talento y asegurando un balance entre productividad, calidad y sostenibilidad del equipo. Definir y evolucionar la arquitectura tecnológica y lineamientos de desarrollo, asegurando escalabilidad, seguridad y alineación con la estrategia digital del negocio. Impulsar la entrega continua de valor mediante prácticas ágiles (Scrum, DevOps), optimizando la velocidad de desarrollo y reduciendo tiempos de salida al mercado. Asegurar la alineación entre soluciones tecnológicas y necesidades del negocio, participando en la priorización de iniciativas y la toma de decisiones estratégicas. Requisitos: RequisitosFormación académica Título de tercer nivel (carrera completa): Ingeniería en Sistemas  Título de cuarto nivel (no excluyente)Experiencia4 a 6 años de Experiencia en instituciones de tipo: Financiero, Retail, Seguros, Telco. En cargos como: Jefe de Software, Coordinador de Desarrollo, Jefe de Arquitectura.Conocimientos adicionales. Dominio de lenguajes de programación (Paradigmas: Estructurados, Orientado a Objetos). C#,Java. Conocimiento de arquitectura de aplicaciones. N-CAPAS, MVC Conocimientos de Servicios Web. Conocimiento de programación asincrónica y servicios web: AJAX, SOAP, Rest API (Web API .net core y WCF) Conocimiento de SOA. Modelamiento, análisis e implementación de arquitecturas orientadas a servicios. Conocimientos de Arquitecturas de Microservicios Conocimientos de protocolos y lenguajes de intercambio de información. XSD, XML y JSON Conocimiento de Base de Datos. Modelado de Base de datos relacionales Sql Server, Oracle y no relacionales (Mongo DB), Lenguaje estructurado de consultas, ETL y DTS Prácticas de Testing y Refactoring. Ejecución de pruebas unitarias Conocimiento en herramientas de control de Versiones. Git, SVN, Source Safe Conocimiento en herramientas de despliegue continuo. Jenkins, Team Foundation Sólidos conocimientos en diseño de Front-End y frameworks de Java Script Gestión y Administración de Proyectos. ITIL,SCRUM,SAFE Beneficios Beneficios  Estabilidad laboral en una institución sólida del sector financiero.  Oportunidades de desarrollo profesional, capacitación continua y aprendizaje en proyectos de alto impacto. ️ Equilibrio entre vida personal y laboral, de acuerdo con las políticas institucionales.  Beneficios corporativos y sociales conforme a la normativa vigente y lineamientos de la organización.",,multitrabajos,,,Frontend,"jefe de desarrollo de software|banco general rumiñahui|quito, pichincha|multitrabajos"
Desarrollador de Software,Managent Group,"Quito, Pichincha",,05-06-2026,Presencial,"Desarrollador de Software Resumen del Puesto Buscamos un Desarrollador de Software para unirse a nuestro equipo de tecnología. El rol implica la participación activa en proyectos de desarrollo, la automatización de procesos y la implementación de soluciones tecnológicas innovadoras. Responsabilidades  Participar en el ciclo completo de desarrollo de software. Contribuir a la automatización de procesos existentes. Implementar y mantener soluciones tecnológicas. Colaborar con equipos multifuncionales para alcanzar objetivos comunes. Asegurar la calidad y eficiencia del código desarrollado.  Requisitos  Título de tercer nivel en Ingeniería en Sistemas, Computación, Software o carreras afines. Experiencia mínima de 2 años en desarrollo de software o aplicaciones web. Sólidos conocimientos en bases de datos como PostgreSQL y SQL Server. Experiencia en lenguajes de programación como C#, Visual Basic, Java, HTML5, CSS3, JavaScript. Conocimiento de frameworks como Angular y .NET. Experiencia en desarrollo e integración de Web Services (SOAP y REST). Familiaridad con PrimeFaces, estándares JEE y JSE, y Jasper Reports. Se valorará conocimiento en BPMN. Capacidad para trabajar de forma autónoma y en equipo. Excelentes habilidades de resolución de problemas y atención al detalle. ",,multitrabajos,,,Frontend,"desarrollador de software|managent group|quito, pichincha|multitrabajos"
Ingeniero de Software Senior,CFO Ecuador,"Quito, Pichincha",,11-06-2026,Presencial,"CFO Business Consulting se encuentra en una etapa de expansión tecnológica y busca incorporar a su equipo a un Ingeniero de Software Senior con capacidad de liderazgo técnico y visión estratégica.Buscamos a un profesional apasionado por el desarrollo de soluciones de alto impacto, que posea una trayectoria sólida de al menos &#x35; años en el ciclo de vida completo de desarrollo de software (SDLC) y un enfoque en la excelencia operativa.",,multitrabajos,,,Soporte Técnico,"ingeniero de software senior|cfo ecuador|quito, pichincha|multitrabajos"
Technical Business Analyst (Software / SaaS / Tecnología),PaymentEvolution,"Quito, Pichincha",,21-06-2026,Remoto,"La oportunidad – Technical Business AnalystEl Technical Business Analyst actúa como puente entre el Product Manager y el Equipo de Desarrollo. Este rol es responsable de traducir los objetivos del producto, los problemas de negocio y las necesidades de los stakeholders en requerimientos listos para desarrollo: workflows, especificaciones, Jira tickets y acceptance criteria.El candidato ideal combina sólidas habilidades de análisis de negocio con suficiente comprensión técnica para trabajar eficazmente con ingenieros, aclarar el comportamiento del producto, identificar edge cases, resolver bloqueos relacionados con requerimientos, y garantizar que el equipo esté construyendo la solución correcta de la manera correcta.REQUISITOS: 3–5 años de experiencia como Business Analyst, Technical Business Analyst, Product Analyst, Systems Analyst o roles similares en un entorno de software/producto. Sólidas habilidades de comunicación en inglés (nivel avanzado indispensable), especialmente comunicación oral y comprensión auditiva, ya que este rol trabaja de cerca con equipos internacionales. Experiencia trabajando directamente con product managers y equipos de desarrollo para convertir ideas de producto, problemas de negocio y necesidades de usuarios en requerimientos claros. Sólida capacidad para comprender workflows del producto, reglas de negocio, escenarios de usuario y edge cases. Experiencia escribiendo user stories, acceptance criteria, functional requirements y Jira tickets listos para desarrollo. Capacidad para crear diagramas simples y útiles que expliquen workflows, interacciones entre sistemas, user journeys, data flows o edge cases. Comprensión técnica básica de productos SaaS, web applications, APIs, integraciones, bases de datos y procesos de desarrollo de software. Excelentes habilidades de comunicación, con capacidad para facilitar conversaciones entre Product, Engineering, QA, Support y stakeholders del negocio. Capacidad para hacer buenas preguntas, cuestionar supuestos, aclarar ambigüedades y ayudar a resolver blockers relacionados con requerimientos durante el desarrollo. Gran atención al detalle, especialmente al documentar expected behavior, business logic, validaciones y exception scenarios. Experiencia usando herramientas como Jira, Confluence, Azure DevOps o similares. Comodidad trabajando en un entorno de desarrollo ágil con prioridades cambiantes. Familiaridad con herramientas de IA como ChatGPT, Copilot, Claude o similares para apoyar documentación, análisis, redacción de tickets y workflow mapping.PUNTOS EXTRA POR: Experiencia en fintech, payroll, HR software, workforce management o productos SaaS. Experiencia documentando APIs, integraciones, data flows o workflows entre sistemas. Experiencia con functional testing, QA support o user acceptance testing. Conocimiento de SQL, reporting, análisis de datos o conceptos de bases de datos. Experiencia apoyando backlog refinement, sprint planning y sesiones de aclaración con el equipo de desarrollo. Experiencia usando herramientas de IA para mejorar requirements analysis, scenario mapping, revisión de documentación o prototipado. Experiencia trabajando con equipos remotos, distribuidos o internacionales. Formación o certificación en business analysis, como CBAP, CCBA, ECBA o credenciales relacionadas con IIBA.¿Por qué unirse a nosotros?Somos un grupo ambicioso, centrado en ofrecer experiencias excepcionales a las empresas canadienses y mundiales. Estarás rodeado de miembros del equipo con talento que comparten una visión común de lo que puede ser una empresa increíble y están trabajando para ayudar a construir una de clase mundial.¿Hemos captado tu atención? - ¡Aplica ahora!Y un miembro de nuestro equipo de contratación se pondrá en contacto contigo en breve.PayEvo es una empresa que ofrece igualdad de oportunidades y acepta las diferencias de todos sus empleados. Celebramos la diversidad y nos comprometemos a crear un entorno inclusivo para todo el personal. Todos los candidatos son evaluados en función de su experiencia y cualificaciones en relación con este puesto.",,multitrabajos,,,Backend,"technical business analyst (software / saas / tecnología)|paymentevolution|quito, pichincha|multitrabajos"
Ejecutivo Comercial Senior - Software,SGF Global,"Quito, Pichincha",,08-06-2026,Híbrido,"Formación:Tercer nivel: Administración, Comercio, Logística, Marketing o afinesExperiencia:Minimo de 3 a 5 años en roles comerciales B2B con servicios o intangibles.Conocimiento: Prospección y Desarrollo de Mercado B2B Diseño de Propuestas Comerciales y Negociación Fidelización y Gestión de Cuentas (Account Management) Análisis de Mercado y ReportesPaquete salarial y beneficios: Sueldo base atractivo Comisiones sin techo Beneficios de Ley Viaticos Modalidad de trabajo Hibrida",,multitrabajos,,,Desarrollo de Software,"ejecutivo comercial senior - software|sgf global|quito, pichincha|multitrabajos"
Ejecutivo Comercial de Software,sermatick,"Quito, Pichincha",,29-05-2026,Presencial,"Sermatick, empresa ecuatoriana con más de &#x32; &#x36; años de experiencia en el desarrollo e implementación de soluciones tecnológicas empresariales, y con más de &#x31; &#x30; &#x30; &#x30; clientes a nivel nacional, se encuentra en la búsqueda de un(a) Ejecutivo(a) Comercial de Software Empresarial para fortalecer su equipo de ventas y expansión comercial.La posición está orientada a profesionales con experiencia en ventas consultivas B &#x32;B, capacidad de negociación y enfoque en resultados, que deseen desarrollarse dentro de una empresa sólida, con trayectoria comprobada y amplio posicionamiento en el mercado tecnológico y contable del país.PERFIL REQUERIDO: • Experiencia mínima de &#x32; años en comercialización de software, tecnología, servicios empresariales o soluciones corporativas. • Estudios en Administración de Empresas, Ingeniería Comercial, Marketing, Contabilidad o carreras afines. • Deseable experiencia en comercialización de ERP, facturación electrónica, sistemas contables, administrativos o plataformas empresariales. • Habilidades de comunicación, negociación y relacionamiento comercial. • Excelente presencia profesional y orientación al cliente. • Capacidad para trabajar bajo metas y cumplimiento de indicadores comerciales.CONOCIMIENTOS Y HABILIDADES: • Técnicas de cierre de ventas. • Manejo de objeciones y negociación comercial. • Ventas consultivas y atención corporativa. • Seguimiento y gestión de cartera de clientes. • Elaboración y presentación de propuestas comerciales. • Manejo de herramientas digitales y CRM. • Capacidad para realizar demostraciones comerciales y levantamiento de requerimientos.FUNCIONES PRINCIPALES: • Prospectar y desarrollar nuevas oportunidades de negocio. • Gestionar reuniones comerciales y presentaciones corporativas. • Identificar necesidades del cliente y ofrecer soluciones acordes a sus procesos empresariales. • Elaborar cotizaciones, propuestas y seguimiento de negociaciones. • Cumplir objetivos comerciales mensuales y anuales. • Mantener relaciones comerciales de largo plazo con clientes activos y potenciales. • Coordinar con áreas técnicas y administrativas para garantizar una adecuada implementación de las soluciones ofrecidas.LA EMPRESA OFRECE: • Sueldo fijo de USD &#x35; &#x30; &#x30;. • Importante esquema de comisiones por cumplimiento y cierres comerciales. • Capacitación constante en productos y soluciones tecnológicas. • Estabilidad laboral. • Excelente ambiente de trabajo. • Oportunidad de crecimiento y desarrollo profesional dentro de la organización.Las personas interesadas deberán contar con alto nivel de compromiso, iniciativa y orientación a resultados.",,multitrabajos,,,Data / BI,"ejecutivo comercial de software|sermatick|quito, pichincha|multitrabajos"
"Ingeniero Civil - Especialista en Diseño Vial, Geotecnia y Software CAD",CRCC14,"Echeandía, Bolívar",,05-06-2026,Presencial,"Ingeniero Civil - Especialista en Diseño Vial, Geotecnia y Software CAD Resumen del Puesto Buscamos un Ingeniero Civil con experiencia y especialización en Diseño Vial, Geotecnia y manejo de software CAD como Civil 3D. El profesional se integrará a un equipo dinámico para el desarrollo de proyectos de infraestructura. Responsabilidades  Realizar el diseño de vías y obras de infraestructura, aplicando principios de ingeniería civil. Analizar y proponer soluciones geotécnicas para la estabilidad y cimentación de estructuras. Utilizar software especializado como Civil 3D para la modelación y documentación de proyectos. Colaborar en la planificación y ejecución de proyectos, asegurando el cumplimiento de normativas técnicas. Participar en la supervisión de obras y la resolución de imprevistos técnicos. Generar informes técnicos y de avance de proyectos.  Requisitos  Título universitario en Ingeniería Civil. Experiencia comprobable en diseño vial y/o geotecnia. Dominio avanzado de software CAD, específicamente Civil 3D. Conocimiento de normativas y estándares de diseño de infraestructura vial. Capacidad para el análisis técnico y la resolución de problemas complejos. Habilidades de comunicación y trabajo en equipo. Orientación a resultados y cumplimiento de plazos. ",,multitrabajos,,,Data / BI,"ingeniero civil - especialista en diseño vial, geotecnia y software cad|crcc14|echeandía, bolívar|multitrabajos"
Ejecutivo de Ventas Sector IT (ERP - Software),Prosaf Ecuador S.A.,"Quito, Pichincha",,15-05-2026,Presencial,"Ejecutivo de Ventas Sector IT (ERP - Software)Resumen del PuestoEstamos en la búsqueda de un Ejecutivo de Ventas con experiencia comprobada en el sector de Tecnologías de la Información, especializado en soluciones ERP y Software. El candidato ideal será un profesional proactivo, con gran capacidad de negociación y orientado a resultados, capaz de identificar y desarrollar oportunidades de negocio en un mercado dinámico.EducaciónProfesional con título de tercer nivel en Ciencias Administrativas, Contables o Tecnologías de la Información y Comunicación (TICs).ExperienciaDe &#x33; a &#x35; años en comercialización de servicios intangibles, con al menos &#x31; a &#x33; años de experiencia específica en el sector de software y desarrollo IT.Conocimientos Dominio de técnicas de venta consultiva B &#x32;B, orientadas a la identificación de necesidades y propuesta de soluciones tecnológicas. Prospección comercial multicanal (llamadas en frío, networking, visitas comerciales y redes sociales). Gestión de negociación y cierre de negocios mediante manejo efectivo de objeciones y seguimiento de KPIs comerciales. Manejo de herramientas CRM como Odoo, Salesforce o similares. Conocimiento del mercado de Tecnologías de la Información y soluciones ERP. Manejo de utilitarios informáticos.Responsabilidades Identificar y prospectar nuevos clientes potenciales dentro del sector IT. Presentar y demostrar soluciones de software ERP a clientes corporativos. Gestionar el ciclo completo de ventas, desde la prospección hasta el cierre del negocio. Desarrollar y mantener relaciones comerciales sólidas y de largo plazo. Cumplir y superar los objetivos comerciales establecidos. Coordinar con equipos técnicos y de soporte para garantizar la satisfacción del cliente. Mantenerse actualizado sobre tendencias del mercado, competencia y soluciones tecnológicas.Competencias Excelentes habilidades de comunicación, negociación y presentación. Orientación a resultados y cumplimiento de metas. Capacidad de organización, autonomía y gestión eficiente del tiempo. Habilidad para generar relaciones comerciales estratégicas con perfiles de nivel ejecutivo (C-Level). Persistencia y enfoque comercial para el cierre efectivo de negocios.",,multitrabajos,,,Data / BI,"ejecutivo de ventas sector it (erp - software)|prosaf ecuador s.a.|quito, pichincha|multitrabajos"
Desarrollador de Software Junior - GUAYAQUIL,Confidencial,"Guayaquil, Guayas",,05-05-2026,Híbrido,"Importante empresa de servicios financieros requiere un responsable de ejecutar eficientemente los procesos relacionados al desarrollo y mantenimiento de aplicaciones, mediante buenas prácticas. Formación en Ingeniería en Sistemas, Ingeniería en Software o afines. Experiencia mínima de 1 año en desarrollo de software. Conocimientos: Ciclo de vida del software; lenguajes de programación (C#, VB .NET, JS, CSS3, HTML5); patrones de diseño; ASP NET MVC, Web Forms; Entity Framework, .NET Framework, .NET CORE; Base de datos Sql Server y TransactSQL; Microservicios; Servicios Web (REST - SOAP).",,multitrabajos,,,Data / BI,"desarrollador de software junior - guayaquil|confidencial|guayaquil, guayas|multitrabajos"
