titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol,clave_deduplicacion,ciudad_limpia,provincia,pais,nombre_rol,modalidad,nombre_tecnologia,categoria_tecnologia,tipo_fuente,num_vacantes,experiencia_anios
"Ejecutivo Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 19/06/2026 $600,00 / Mensual",,Guayaquil,"$600,00",19/06/2026,Freelance,"Ejecutivo Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 19/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3054849/ejecutivo-contact-center-en-guayas,trabajosdiarios,2026-06-19,600.0,Data / BI,"ejecutivo contact center eckolink satelital objetivo del puesto contactar a clientes potenciales para ofrecer soluciones de entretenimiento (televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. responsabilidades principales realizar llamadas de salida (outbound) a... por horas / freelance guayaquil, guayas • 19/06/2026 $600,00 / mensual||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Ejecutivo Contact Center Eckolink Satelital Objetivo Del Puesto Contactar A Clientes Potenciales Para Ofrecer Soluciones De Entretenimiento (Televisión Satelital, Internet Fibra Óptica), Brindando Una Asesoría Integral Que Garantice El Cierre De Ventas Y La Satisfacción Del Cliente. Responsabilidades Principales Realizar Llamadas De Salida (Outbound) A... Por Horas / Freelance Guayaquil, Guayas • 19/06/2026 $600,00 / Mensual",No especificado,No especificado,No especificado,Scraping,1,
"Content Manager Servicios Profesionales Botica Alemana La prensa Nos encontramos en la búsqueda de un profesional creativo y dinámico para brindar servicios de creación y gestión de contenido audiovisual para nuestras marcas Botica Real, Botica Alemana y Consultorios Alemana. Objeto del servicio Planificar, producir y gestionar contenido audiovisual... Por Horas / Freelance Quito, Pichincha • 12/06/2026 $600,00 / Mensual",,Quito,"$600,00",12/06/2026,Freelance,"Content Manager Servicios Profesionales Botica Alemana La prensa Nos encontramos en la búsqueda de un profesional creativo y dinámico para brindar servicios de creación y gestión de contenido audiovisual para nuestras marcas Botica Real, Botica Alemana y Consultorios Alemana. Objeto del servicio Planificar, producir y gestionar contenido audiovisual... Por Horas / Freelance Quito, Pichincha • 12/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3051553/content-manager-servicios-profesionales-en-pichincha,trabajosdiarios,2026-06-12,600.0,Otros,"content manager servicios profesionales botica alemana la prensa nos encontramos en la búsqueda de un profesional creativo y dinámico para brindar servicios de creación y gestión de contenido audiovisual para nuestras marcas botica real, botica alemana y consultorios alemana. objeto del servicio planificar, producir y gestionar contenido audiovisual... por horas / freelance quito, pichincha • 12/06/2026 $600,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Content Manager Servicios Profesionales Botica Alemana La Prensa Nos Encontramos En La Búsqueda De Un Profesional Creativo Y Dinámico Para Brindar Servicios De Creación Y Gestión De Contenido Audiovisual Para Nuestras Marcas Botica Real, Botica Alemana Y Consultorios Alemana. Objeto Del Servicio Planificar, Producir Y Gestionar Contenido Audiovisual... Por Horas / Freelance Quito, Pichincha • 12/06/2026 $600,00 / Mensual",No especificado,No especificado,No especificado,Scraping,1,
"Vendedor Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Tiempo Completo Guayaquil, Guayas • 09/06/2026 $600,00 / Mensual",,Guayaquil,"$600,00",09/06/2026,Tiempo Completo,"Vendedor Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Tiempo Completo Guayaquil, Guayas • 09/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3049897/vendedor-contact-center-en-guayas,trabajosdiarios,2026-06-09,600.0,Data / BI,"vendedor contact center eckolink satelital objetivo del puesto contactar a clientes potenciales para ofrecer soluciones de entretenimiento (televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. responsabilidades principales realizar llamadas de salida (outbound) a... tiempo completo guayaquil, guayas • 09/06/2026 $600,00 / mensual||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Vendedor Contact Center Eckolink Satelital Objetivo Del Puesto Contactar A Clientes Potenciales Para Ofrecer Soluciones De Entretenimiento (Televisión Satelital, Internet Fibra Óptica), Brindando Una Asesoría Integral Que Garantice El Cierre De Ventas Y La Satisfacción Del Cliente. Responsabilidades Principales Realizar Llamadas De Salida (Outbound) A... Tiempo Completo Guayaquil, Guayas • 09/06/2026 $600,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Asistente administrativa y bodega VAZURCORP Atención al cliente: reclamos y sugerencias. Supervisar varias operaciones diarias de la oficina/ FACTURACIÓN Programar citas, recibir y entregar la correspondencia y manejar los correos electrónicos entrantes y responderlos. Editar, hacer fotocopias y archivar documentos. Programación de reuniones y entrevistas.... Tiempo Completo CUENCA, Azuay • 08/06/2026 $482,00 / Mensual",,CUENCA,"$482,00",08/06/2026,Tiempo Completo,"Asistente administrativa y bodega VAZURCORP Atención al cliente: reclamos y sugerencias. Supervisar varias operaciones diarias de la oficina/ FACTURACIÓN Programar citas, recibir y entregar la correspondencia y manejar los correos electrónicos entrantes y responderlos. Editar, hacer fotocopias y archivar documentos. Programación de reuniones y entrevistas.... Tiempo Completo CUENCA, Azuay • 08/06/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3049528/asistente-administrativa-y-bodega-en-azuay,trabajosdiarios,2026-06-08,482.0,Data / BI,"asistente administrativa y bodega vazurcorp atención al cliente: reclamos y sugerencias. supervisar varias operaciones diarias de la oficina/ facturación programar citas, recibir y entregar la correspondencia y manejar los correos electrónicos entrantes y responderlos. editar, hacer fotocopias y archivar documentos. programación de reuniones y entrevistas.... tiempo completo cuenca, azuay • 08/06/2026 $482,00 / mensual||cuenca|trabajosdiarios",Cuenca,No especificado,Ecuador,"Asistente Administrativa Y Bodega Vazurcorp Atención Al Cliente: Reclamos Y Sugerencias. Supervisar Varias Operaciones Diarias De La Oficina/ Facturación Programar Citas, Recibir Y Entregar La Correspondencia Y Manejar Los Correos Electrónicos Entrantes Y Responderlos. Editar, Hacer Fotocopias Y Archivar Documentos. Programación De Reuniones Y Entrevistas.... Tiempo Completo Cuenca, Azuay • 08/06/2026 $482,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Chofer INFERTEC Estamos buscando a un chofer que sea responsable y que garantice el transporte seguro, oportuno y eficiente de mercadería, equipos y materiales de la empresa hacia las sucursales, clientes y terminales de transporte, proporcionando una correcta custodia del vehiculo asignado... Por Contrato Quito, Pichincha • 03/06/2026 $500,00 / Mensual",,Quito,"$500,00",03/06/2026,Por Contrato,"Chofer INFERTEC Estamos buscando a un chofer que sea responsable y que garantice el transporte seguro, oportuno y eficiente de mercadería, equipos y materiales de la empresa hacia las sucursales, clientes y terminales de transporte, proporcionando una correcta custodia del vehiculo asignado... Por Contrato Quito, Pichincha • 03/06/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3047921/chofer-en-pichincha,trabajosdiarios,2026-06-03,500.0,Otros,"chofer infertec estamos buscando a un chofer que sea responsable y que garantice el transporte seguro, oportuno y eficiente de mercadería, equipos y materiales de la empresa hacia las sucursales, clientes y terminales de transporte, proporcionando una correcta custodia del vehiculo asignado... por contrato quito, pichincha • 03/06/2026 $500,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Chofer Infertec Estamos Buscando A Un Chofer Que Sea Responsable Y Que Garantice El Transporte Seguro, Oportuno Y Eficiente De Mercadería, Equipos Y Materiales De La Empresa Hacia Las Sucursales, Clientes Y Terminales De Transporte, Proporcionando Una Correcta Custodia Del Vehiculo Asignado... Por Contrato Quito, Pichincha • 03/06/2026 $500,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Ingeniero/ Tecnológo Electromecánico ASTRIVEN Ingeniero/ Tecnológo Electromecánico para Mantenimiento e Instalación de Equipos Tipo de Contratación Tiempo completo / A prueba Descripción de la Plaza REQUISITOS • Título de ingeniero/tecnólogo electromecánico o a fin. • 5 años de experiencia en instalación y mantenimiento de... Tiempo Completo Guayaquil, Guayas • 27/05/2026",,Guayaquil,,27/05/2026,Tiempo Completo,"Ingeniero/ Tecnológo Electromecánico ASTRIVEN Ingeniero/ Tecnológo Electromecánico para Mantenimiento e Instalación de Equipos Tipo de Contratación Tiempo completo / A prueba Descripción de la Plaza REQUISITOS • Título de ingeniero/tecnólogo electromecánico o a fin. • 5 años de experiencia en instalación y mantenimiento de... Tiempo Completo Guayaquil, Guayas • 27/05/2026",https://ec.trabajosdiarios.com/trabajo/3045092/ingeniero-tecnologo-electromecanico-en-guayas,trabajosdiarios,2026-05-27,,Desarrollo de Software,"ingeniero/ tecnológo electromecánico astriven ingeniero/ tecnológo electromecánico para mantenimiento e instalación de equipos tipo de contratación tiempo completo / a prueba descripción de la plaza requisitos • título de ingeniero/tecnólogo electromecánico o a fin. • 5 años de experiencia en instalación y mantenimiento de... tiempo completo guayaquil, guayas • 27/05/2026||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Ingeniero/ Tecnológo Electromecánico Astriven Ingeniero/ Tecnológo Electromecánico Para Mantenimiento E Instalación De Equipos Tipo De Contratación Tiempo Completo / A Prueba Descripción De La Plaza Requisitos • Título De Ingeniero/Tecnólogo Electromecánico O A Fin. • 5 Años De Experiencia En Instalación Y Mantenimiento De... Tiempo Completo Guayaquil, Guayas • 27/05/2026",Presencial,No especificado,No especificado,Scraping,1,5.0
"Asesor Contact Center EckoLink Satelital ¿Eres una persona proactiva, con gran fluidez verbal y te apasiona el mundo de las ventas y la tecnología? ¡En EckoLink Satelital, Distribuidor Autorizado de DIRECTV, te estamos buscando! Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de... Por Horas / Freelance Guayaquil, Guayas • 11/05/2026 $600,00 / Mensual",,Guayaquil,"$600,00",11/05/2026,Freelance,"Asesor Contact Center EckoLink Satelital ¿Eres una persona proactiva, con gran fluidez verbal y te apasiona el mundo de las ventas y la tecnología? ¡En EckoLink Satelital, Distribuidor Autorizado de DIRECTV, te estamos buscando! Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de... Por Horas / Freelance Guayaquil, Guayas • 11/05/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037467/asesor-contact-center-en-guayas,trabajosdiarios,2026-05-11,600.0,Otros,"asesor contact center eckolink satelital ¿eres una persona proactiva, con gran fluidez verbal y te apasiona el mundo de las ventas y la tecnología? ¡en eckolink satelital, distribuidor autorizado de directv, te estamos buscando! objetivo del puesto contactar a clientes potenciales para ofrecer soluciones de... por horas / freelance guayaquil, guayas • 11/05/2026 $600,00 / mensual||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Asesor Contact Center Eckolink Satelital ¿Eres Una Persona Proactiva, Con Gran Fluidez Verbal Y Te Apasiona El Mundo De Las Ventas Y La Tecnología? ¡En Eckolink Satelital, Distribuidor Autorizado De Directv, Te Estamos Buscando! Objetivo Del Puesto Contactar A Clientes Potenciales Para Ofrecer Soluciones De... Por Horas / Freelance Guayaquil, Guayas • 11/05/2026 $600,00 / Mensual",No especificado,No especificado,No especificado,Scraping,1,
"Pasantía Laboral / Media and Strategic Deinsa Global Pasantía Laboral / Media Strategy En Deinsa Global lanzamos nuestro Programa de Pasantías Laborales, dirigido a estudiantes de alto rendimiento y profesionales que deseen iniciar su carrera en Marketing Digital y Gestión de Proyectos, dentro de La Plaza Digital, nuestra... Prácticas / Becario Sin experiencia Quito, Pichincha • 04/05/2026",,Quito,,04/05/2026,Prácticas,"Pasantía Laboral / Media and Strategic Deinsa Global Pasantía Laboral / Media Strategy En Deinsa Global lanzamos nuestro Programa de Pasantías Laborales, dirigido a estudiantes de alto rendimiento y profesionales que deseen iniciar su carrera en Marketing Digital y Gestión de Proyectos, dentro de La Plaza Digital, nuestra... Prácticas / Becario Sin experiencia Quito, Pichincha • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034721/pasantia-laboral-media-and-strategic-en-pichincha,trabajosdiarios,2026-05-04,,Otros,"pasantía laboral / media and strategic deinsa global pasantía laboral / media strategy en deinsa global lanzamos nuestro programa de pasantías laborales, dirigido a estudiantes de alto rendimiento y profesionales que deseen iniciar su carrera en marketing digital y gestión de proyectos, dentro de la plaza digital, nuestra... prácticas / becario sin experiencia quito, pichincha • 04/05/2026||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Pasantía Laboral / Media And Strategic Deinsa Global Pasantía Laboral / Media Strategy En Deinsa Global Lanzamos Nuestro Programa De Pasantías Laborales, Dirigido A Estudiantes De Alto Rendimiento Y Profesionales Que Deseen Iniciar Su Carrera En Marketing Digital Y Gestión De Proyectos, Dentro De La Plaza Digital, Nuestra... Prácticas / Becario Sin Experiencia Quito, Pichincha • 04/05/2026",No especificado,Git,Herramienta,Scraping,1,
"Entrenador/Headcoach medio tiempo Fitness for You En Fitness For You no vendemos accesos a máquinas; diseñamos experiencias de transformación física y mental bajo estándares premium. No buscamos un instructor pasivo, sino un Coach líder, con un dominio impecable de la biomecánica, la programación de la fuerza... Por Contrato Quito- Cumbaya, Pichincha • 29/06/2026 $400,00 / Mensual",,Quito,"$400,00",29/06/2026,Medio Tiempo,"Entrenador/Headcoach medio tiempo Fitness for You En Fitness For You no vendemos accesos a máquinas; diseñamos experiencias de transformación física y mental bajo estándares premium. No buscamos un instructor pasivo, sino un Coach líder, con un dominio impecable de la biomecánica, la programación de la fuerza... Por Contrato Quito- Cumbaya, Pichincha • 29/06/2026 $400,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057966/entrenadorheadcoach-medio-tiempo-en-pichincha,trabajosdiarios,2026-06-29,400.0,Data / BI,"entrenador/headcoach medio tiempo fitness for you en fitness for you no vendemos accesos a máquinas; diseñamos experiencias de transformación física y mental bajo estándares premium. no buscamos un instructor pasivo, sino un coach líder, con un dominio impecable de la biomecánica, la programación de la fuerza... por contrato quito- cumbaya, pichincha • 29/06/2026 $400,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Entrenador/Headcoach Medio Tiempo Fitness For You En Fitness For You No Vendemos Accesos A Máquinas; Diseñamos Experiencias De Transformación Física Y Mental Bajo Estándares Premium. No Buscamos Un Instructor Pasivo, Sino Un Coach Líder, Con Un Dominio Impecable De La Biomecánica, La Programación De La Fuerza... Por Contrato Quito- Cumbaya, Pichincha • 29/06/2026 $400,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Tecnico Electronico para reparar placas Laptop TV Impresora GYE Sinilsa Importadora Requerimos técnico en computadoras para el debido diagnóstico y reparación de placas con daño en sus componentes electrónicos (Ej: equipos que no encienden, que se apagan, etc) - Interpretar diagrama esquemático, datasheet y boardview - Manejo de herramientas y equipos... Tiempo Completo Guayaquil, Guayas • 29/06/2026 $650,00 / Mensual",,Guayaquil,"$650,00",29/06/2026,Tiempo Completo,"Tecnico Electronico para reparar placas Laptop TV Impresora GYE Sinilsa Importadora Requerimos técnico en computadoras para el debido diagnóstico y reparación de placas con daño en sus componentes electrónicos (Ej: equipos que no encienden, que se apagan, etc) - Interpretar diagrama esquemático, datasheet y boardview - Manejo de herramientas y equipos... Tiempo Completo Guayaquil, Guayas • 29/06/2026 $650,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3053157/tecnico-electronico-para-reparar-placas-laptop-tv-impresora-gye-en-guayas,trabajosdiarios,2026-06-29,650.0,Data / BI,"tecnico electronico para reparar placas laptop tv impresora gye sinilsa importadora requerimos técnico en computadoras para el debido diagnóstico y reparación de placas con daño en sus componentes electrónicos (ej: equipos que no encienden, que se apagan, etc) - interpretar diagrama esquemático, datasheet y boardview - manejo de herramientas y equipos... tiempo completo guayaquil, guayas • 29/06/2026 $650,00 / mensual||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Tecnico Electronico Para Reparar Placas Laptop Tv Impresora Gye Sinilsa Importadora Requerimos Técnico En Computadoras Para El Debido Diagnóstico Y Reparación De Placas Con Daño En Sus Componentes Electrónicos (Ej: Equipos Que No Encienden, Que Se Apagan, Etc) - Interpretar Diagrama Esquemático, Datasheet Y Boardview - Manejo De Herramientas Y Equipos... Tiempo Completo Guayaquil, Guayas • 29/06/2026 $650,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Desarrollador/a Web Bilingüe de Tiempo Completo Dream Big Marketing Services Dream Big Marketing Services está buscando un/a Desarrollador/a Web bilingüe español/inglés de tiempo completo para unirse a nuestro equipo de marketing en crecimiento. Estamos buscando una persona con sólida experiencia en el desarrollo de sitios web en WordPress, excelentes habilidades... Desde Casa Teletrabajo, Pichincha • 25/06/2026 $880,00 / Mensual",,Teletrabajo,"$880,00",25/06/2026,Tiempo Completo,"Desarrollador/a Web Bilingüe de Tiempo Completo Dream Big Marketing Services Dream Big Marketing Services está buscando un/a Desarrollador/a Web bilingüe español/inglés de tiempo completo para unirse a nuestro equipo de marketing en crecimiento. Estamos buscando una persona con sólida experiencia en el desarrollo de sitios web en WordPress, excelentes habilidades... Desde Casa Teletrabajo, Pichincha • 25/06/2026 $880,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057192/desarrolladora-web-bilingue-de-tiempo-completo-en-pichincha,trabajosdiarios,2026-06-25,880.0,Data / BI,"desarrollador/a web bilingüe de tiempo completo dream big marketing services dream big marketing services está buscando un/a desarrollador/a web bilingüe español/inglés de tiempo completo para unirse a nuestro equipo de marketing en crecimiento. estamos buscando una persona con sólida experiencia en el desarrollo de sitios web en wordpress, excelentes habilidades... desde casa teletrabajo, pichincha • 25/06/2026 $880,00 / mensual||teletrabajo|trabajosdiarios",Teletrabajo,No especificado,Ecuador,"Desarrollador/A Web Bilingüe De Tiempo Completo Dream Big Marketing Services Dream Big Marketing Services Está Buscando Un/A Desarrollador/A Web Bilingüe Español/Inglés De Tiempo Completo Para Unirse A Nuestro Equipo De Marketing En Crecimiento. Estamos Buscando Una Persona Con Sólida Experiencia En El Desarrollo De Sitios Web En Wordpress, Excelentes Habilidades... Desde Casa Teletrabajo, Pichincha • 25/06/2026 $880,00 / Mensual",Presencial,Excel,Herramienta,Scraping,1,
"Electricista Industrial SUMO+ Experiencia: Mínimo 4 años en industrias de manufactura (preferiblemente industria plástica, papeleras, cartoneras) Conocimientos: Mantenimiento preventivo y correctivo, programación de variadores, armado de tableros de 220 - 440, sensores de nivel (esto es muy importante ya que todas las maquinas... Tiempo Completo Guayaquil, Guayas • 24/06/2026 $550,00 / Mensual",,Guayaquil,"$550,00",24/06/2026,Tiempo Completo,"Electricista Industrial SUMO+ Experiencia: Mínimo 4 años en industrias de manufactura (preferiblemente industria plástica, papeleras, cartoneras) Conocimientos: Mantenimiento preventivo y correctivo, programación de variadores, armado de tableros de 220 - 440, sensores de nivel (esto es muy importante ya que todas las maquinas... Tiempo Completo Guayaquil, Guayas • 24/06/2026 $550,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3056878/electricista-industrial-en-guayas,trabajosdiarios,2026-06-24,550.0,Otros,"electricista industrial sumo+ experiencia: mínimo 4 años en industrias de manufactura (preferiblemente industria plástica, papeleras, cartoneras) conocimientos: mantenimiento preventivo y correctivo, programación de variadores, armado de tableros de 220 - 440, sensores de nivel (esto es muy importante ya que todas las maquinas... tiempo completo guayaquil, guayas • 24/06/2026 $550,00 / mensual||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Electricista Industrial Sumo+ Experiencia: Mínimo 4 Años En Industrias De Manufactura (Preferiblemente Industria Plástica, Papeleras, Cartoneras) Conocimientos: Mantenimiento Preventivo Y Correctivo, Programación De Variadores, Armado De Tableros De 220 - 440, Sensores De Nivel (Esto Es Muy Importante Ya Que Todas Las Maquinas... Tiempo Completo Guayaquil, Guayas • 24/06/2026 $550,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,4.0
"Auditor lider CERTIFICADORA I-NEXT Nos encontramos en la búsqueda de un profesional calificado para desempeñarse como Auditor Líder en la norma ISO 9001:2015, ISO 14001:2015, ISO 45001:2018 o en Sistema Integrado, para la ciudad Guayaquil con el objetivo de fortalecer nuestro equipo técnico y... Por Contrato Guayaquil, Guayas • 19/06/2026 $80,00 / Diario",,Guayaquil,"$80,00",19/06/2026,Por Contrato,"Auditor lider CERTIFICADORA I-NEXT Nos encontramos en la búsqueda de un profesional calificado para desempeñarse como Auditor Líder en la norma ISO 9001:2015, ISO 14001:2015, ISO 45001:2018 o en Sistema Integrado, para la ciudad Guayaquil con el objetivo de fortalecer nuestro equipo técnico y... Por Contrato Guayaquil, Guayas • 19/06/2026 $80,00 / Diario",https://ec.trabajosdiarios.com/trabajo/3055153/auditor-lider-en-guayas,trabajosdiarios,2026-06-19,80.0,Soporte Técnico,"auditor lider certificadora i-next nos encontramos en la búsqueda de un profesional calificado para desempeñarse como auditor líder en la norma iso 9001:2015, iso 14001:2015, iso 45001:2018 o en sistema integrado, para la ciudad guayaquil con el objetivo de fortalecer nuestro equipo técnico y... por contrato guayaquil, guayas • 19/06/2026 $80,00 / diario||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Auditor Lider Certificadora I-Next Nos Encontramos En La Búsqueda De Un Profesional Calificado Para Desempeñarse Como Auditor Líder En La Norma Iso 9001:2015, Iso 14001:2015, Iso 45001:2018 O En Sistema Integrado, Para La Ciudad Guayaquil Con El Objetivo De Fortalecer Nuestro Equipo Técnico Y... Por Contrato Guayaquil, Guayas • 19/06/2026 $80,00 / Diario",Presencial,No especificado,No especificado,Scraping,1,
"Agente inmobiliario con experiencia - GlobalHaus Aurora GlobalHaus Sede Aurora ¿Buscas crecer profesionalmente en el sector inmobiliario? En Globalhaus buscamos Agentes Inmobiliarios con experiencia, orientados a resultados, con habilidades comerciales y vocación de servicio para formar parte de nuestro equipo. Perfil del candidato * Experiencia en ventas, atención al cliente... Tiempo Completo DAULE, Guayas • 18/06/2026 $2.000,00 / Mensual",,Guayas,"$2.000,00",18/06/2026,Tiempo Completo,"Agente inmobiliario con experiencia - GlobalHaus Aurora GlobalHaus Sede Aurora ¿Buscas crecer profesionalmente en el sector inmobiliario? En Globalhaus buscamos Agentes Inmobiliarios con experiencia, orientados a resultados, con habilidades comerciales y vocación de servicio para formar parte de nuestro equipo. Perfil del candidato * Experiencia en ventas, atención al cliente... Tiempo Completo DAULE, Guayas • 18/06/2026 $2.000,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3054606/agente-inmobiliario-con-experiencia-globalhaus-aurora-en-guayas,trabajosdiarios,2026-06-18,2000.0,Data / BI,"agente inmobiliario con experiencia - globalhaus aurora globalhaus sede aurora ¿buscas crecer profesionalmente en el sector inmobiliario? en globalhaus buscamos agentes inmobiliarios con experiencia, orientados a resultados, con habilidades comerciales y vocación de servicio para formar parte de nuestro equipo. perfil del candidato * experiencia en ventas, atención al cliente... tiempo completo daule, guayas • 18/06/2026 $2.000,00 / mensual||guayas|trabajosdiarios",Guayas,No especificado,Ecuador,"Agente Inmobiliario Con Experiencia - Globalhaus Aurora Globalhaus Sede Aurora ¿Buscas Crecer Profesionalmente En El Sector Inmobiliario? En Globalhaus Buscamos Agentes Inmobiliarios Con Experiencia, Orientados A Resultados, Con Habilidades Comerciales Y Vocación De Servicio Para Formar Parte De Nuestro Equipo. Perfil Del Candidato * Experiencia En Ventas, Atención Al Cliente... Tiempo Completo Daule, Guayas • 18/06/2026 $2.000,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Ingeniero de Energía (Energy Engineer) LESCOR S.A. Buscamos un Ingeniero de Energía proactivo y orientado a resultados para unirse a nuestro equipo de operaciones en Ecuador, con base en Guayaquil o Quito. En este puesto, será responsable de la puesta en marcha, el dimensionamiento, la operación y... Tiempo Completo Quito, Pichincha • 15/06/2026 $1.200,00 / Mensual",,Ecuador,"$1.200,00",15/06/2026,Tiempo Completo,"Ingeniero de Energía (Energy Engineer) LESCOR S.A. Buscamos un Ingeniero de Energía proactivo y orientado a resultados para unirse a nuestro equipo de operaciones en Ecuador, con base en Guayaquil o Quito. En este puesto, será responsable de la puesta en marcha, el dimensionamiento, la operación y... Tiempo Completo Quito, Pichincha • 15/06/2026 $1.200,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3052702/ingeniero-de-energia-energy-engineer-en-pichincha,trabajosdiarios,2026-06-15,1200.0,Desarrollo de Software,"ingeniero de energía (energy engineer) lescor s.a. buscamos un ingeniero de energía proactivo y orientado a resultados para unirse a nuestro equipo de operaciones en ecuador, con base en guayaquil o quito. en este puesto, será responsable de la puesta en marcha, el dimensionamiento, la operación y... tiempo completo quito, pichincha • 15/06/2026 $1.200,00 / mensual||ecuador|trabajosdiarios",Ecuador,No especificado,Ecuador,"Ingeniero De Energía (Energy Engineer) Lescor S.A. Buscamos Un Ingeniero De Energía Proactivo Y Orientado A Resultados Para Unirse A Nuestro Equipo De Operaciones En Ecuador, Con Base En Guayaquil O Quito. En Este Puesto, Será Responsable De La Puesta En Marcha, El Dimensionamiento, La Operación Y... Tiempo Completo Quito, Pichincha • 15/06/2026 $1.200,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
